ID,Transect,cit_2,riv_2,vill_2,for_2,bft,mar,bm.D,hum_100m,PP_15_2,PP_30_2,sect_2,surv,effort_2,mean_effort_2,D_LT,D_CT,obs_LT,obs_CT,trans_1,cit_1,riv_1,vill_1,for_1,PP_15_1,PP_30_1,effort_1,sect_1,D_1,obs1,mean_effort_1,surv1
826,L1826-L1825,217204.7014,1414.012089,27101.25225,0,,,,,0,1,6,2,300,987.7,0,,0,-1,,,,,,,,,,,,,
827,L1827-L1826,223384.3738,6140.900738,31656.61388,0.2,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
828,L1828-L1827,227921.2477,9757.126772,34879.94531,1,,,,,0,1,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
829,L1829-L1828,231439.729,13045.48757,36876.90279,1,,,,,0,1,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
830,L182-L183,259073.7934,19766.04196,111065.0336,0.851851852,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
831,L1830-L1829,235854.7249,16341.90542,39561.46701,0.666666667,,,,,0,1,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
832,L1831-L1830,238292.8786,14377.98908,42945.95819,0.074074074,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
833,L1832-L1831,233247.2087,10372.37601,40104.26979,0,,,,,0,1,6,2,512,987.7,0,,0,-1,,,,,,,,,,,,,
834,L183-L184,266262.4411,25234.87486,107643.0489,0.115384615,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
835,L184-L185,273878.5509,31099.29429,102786.8309,0.821428571,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
836,L185-L186,278978.0938,35514.55252,99597.20255,0.925925926,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
837,L186-L187,284233.3912,39932.09375,96491.33565,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
838,L187-L188,288819.4507,44157.74219,92677.67564,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
839,L188-L189,293815.8345,48524.99363,89216.80556,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
840,L189-L1810,296663.9832,52812.52651,85878.33705,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
841,L1910-L1911,294519.8889,49836.98982,98396.28181,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
842,L1911-L1912,299567.1725,53997.68039,94439.22266,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
843,L1912-L1913,301143.6887,58213.72743,90432.61834,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
844,L1913-L1914,296528.7188,57861.69242,86589.81742,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
845,L1914-L1915,291754.8854,54143.11516,82806.74248,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
846,L1915-L1916,287011.5891,50994.99609,78997.14381,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
847,L1916-L1917,282060.2789,47254.02575,74987.29398,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
848,L1917-L1918,277383.8795,44119.15958,71852.42853,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
849,L1918-L1919,273023.64,41750.98611,69767.36921,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
850,L1919-L1920,268271.6678,38428.49595,66765.63122,0.925925926,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
851,L191-L192,255704.3241,13432.70501,112709.5396,0.111111111,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
852,L1920-L1922,261622.9056,32807.71457,61856.24539,0.14,,,,,0,1,6,2,2000,987.7,0,,0,-1,,,,,,,,,,,,,
853,L1922-L1923,253437.0313,26882.02539,56203.92549,0,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
854,L1923-L1924,244978.2841,20465.34386,50500.68374,0,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
855,L1924-L1925,236496.9786,14177.14981,44282.95775,0.62962963,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
856,L1925-L1926,231268.8941,10177.56963,40283.37731,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
857,L1926-L1927,226083.2367,5708.444017,35899.38552,0.62962963,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
858,L1927-L1928,221441.4069,1546.04576,31943.81655,0.148148148,,,,,0,1,6,2,600,987.7,0,,0,-1,,,,,,,,,,,,,
859,L1928-L1929,224877.0162,4857.276132,34868.04274,0.461538462,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
860,L1929-L1930,229209.3513,7943.414117,37611.25477,1,,,,,0,1,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
861,L192-L193,262473.4172,18914.78149,118126.4964,0.107142857,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
862,L1930-L1931,234467.5839,11405.86458,41073.70558,1,,,,,0,1,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
863,L1931-L1932,238019.6586,13220.24299,44686.39607,0.392857143,,,,,0,1,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
864,L1932-L1933,235064.8993,10466.4073,43375.88131,0.28,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
865,L193-L194,268742,24397.10475,121185.2648,0.185185185,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
866,L194-L195,270712.6373,28480.0779,120890.3657,0.666666667,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
867,L195-L196,272351.2356,31747.58876,117717.3591,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
868,L196-L197,274993.7257,34960.57589,113510.248,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
869,L197-L198,278939.0162,38344.48394,109331.5081,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
870,L198-L199,284211.4375,41790.83941,106090.6149,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
871,L199-L1910,289475.544,45861.42332,102197.6438,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
872,L1B1-L1B2,173545.3646,21995.81474,42884.66826,0.222222222,,,,,1,1,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
873,L1B2-L1B3,178897.3164,26541.90249,38943.21962,0.074074074,,,,,1,1,6,2,1013,987.7,0,,0,-1,,,,,,,,,,,,,
874,L1B3-L1B4,176711.1956,27872.15328,34937.18649,0,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
875,L1B4-L1B5,172237.096,25904.10226,33495.31738,0.571428571,,,,,1,1,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
876,L1B5-L1B6,167891.26,23030.42488,31499.79056,0.846153846,,,,,1,1,6,2,935,987.7,0,,0,-1,,,,,,,,,,,,,
877,L2010-L209,299697.0891,49383.39138,106152.2539,0.961538462,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
878,L2011-L2010,302313.2766,53413.35186,102848.5303,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
879,L2012-L2011,303651.603,57318.56221,98718.21615,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
880,L2013-L2012,299479.2909,57941.87026,94610.86719,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
881,L2014-L2013,294152.0417,53892.85923,90480.75145,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
882,L2015-L2014,289208.1462,49718.2066,86306.09954,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
883,L2016-L2015,283835.2639,45989.77945,82577.67248,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
884,L2017-L2016,278785.0417,41743.494,78331.38756,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
885,L2018-L2017,273637.9147,37831.2853,74419.17766,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
886,L2019-L2018,268479.5289,34438.13788,71026.03067,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
887,L2020-L2019,263316.4657,30962.57039,67550.46334,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
888,L2021-L2020,258543.2888,27794.70173,64331.53906,0.703703704,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
889,L2022-L2021,253816.8726,23958.35457,60338.3762,0.961538462,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
890,L2023-L2022,247686.6811,19071.49031,55610.08729,0.423076923,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
891,L2024-L2023,241884.7698,14822.88205,50345.85402,0.703703704,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
892,L2025-L2024,237126.1364,11704.04894,46804.31134,0.962962963,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
893,L2026-L2025,231888.2373,7158.716393,42791.55349,0.115384615,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
894,L2027-L2026,225368.2836,1663.260266,36889.2092,0.111111111,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
895,L2028-L2027,228560.25,4076.999616,38786.86531,0.444444444,,,,,0,1,6,2,500,987.7,0,,0,-1,,,,,,,,,,,,,
896,L2029-L2028,231825.1262,6963.453921,41070.36777,1,,,,,0,1,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
897,L202-L201,265198.8253,16194.87489,121547.6427,0.076923077,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
898,L2030-L2029,236165.7054,10079.42282,44128.0395,1,,,,,0,1,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
899,L2031-L2030,240386.526,13711.29539,46931.77648,0.814814815,,,,,0,1,6,2,1011,987.7,0,,0,-1,,,,,,,,,,,,,
900,L2032-L2031,242096.9635,12881.38444,49869.8818,0.814814815,,,,,0,1,6,2,1013,987.7,285.69,,1,-1,,,,,,,,,,,,,
901,L2033-L2032,237456.7656,9111.397913,47576.14641,1,,,,,0,1,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
902,L2034-L2033,233336.3368,5737.624448,44603.84172,0.148148148,,,,,0,1,6,2,1003,987.7,0,,0,-1,,,,,,,,,,,,,
903,L2035-L2034,227623.3665,1235.038958,40334.3597,0,,,,,0,1,6,2,372,987.7,0,,0,-1,,,,,,,,,,,,,
904,L203-L202,270282.684,20578.24146,125349.4771,0.851851852,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
905,L204-L203,274817.5625,24946.15587,128016.6001,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
906,L205-L204,279634.5493,28847.47403,127427.8906,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
907,L206-L205,283952.0567,33185.81092,123075.5216,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
908,L207-L206,286157.103,37682.11854,118622.8552,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
909,L208-L207,289983.9675,41515.89656,114346.399,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
910,L209-L208,295273.5433,45521.17202,110112.1522,0.892857143,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
911,L2111-L219,313087.1844,50174.65242,113679.5913,0.411764706,,,,,0,0,6,2,2000,987.7,0,,0,-1,,,,,,,,,,,,,
912,L2112-L2111,316011.1528,58173.0816,106673.7078,0.074074074,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
913,L2113-L2112,310157.1019,62004.29948,101130.4436,0.333333333,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
914,L2114-L2113,304373.1273,60257.1752,96864.81481,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
915,L2115-L2114,299684.1667,56168.5774,92891.72106,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
916,L2116-L2115,294664.2768,52586.25145,89633.92274,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
917,L2117-L2116,289829.4038,49125.10749,86114.59722,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
918,L2118-L2117,285099.6979,45152.91942,82191.2228,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
919,L2119-L2118,280356.3981,41177.21571,78445.34028,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
920,L2120-L2119,275390.8426,37444.00145,74619.03241,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
921,L2122-L2120,270542.3912,33653.04449,70996.19184,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
922,L2123-L2122,265799.0984,29832.94893,67255.29977,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
923,L2124-L2123,261082.9641,25983.49761,63576.66855,1,,,,,0,0,6,2,1000,987.7,2206.7,,1,-1,,,,,,,,,,,,,
924,L2125-L2124,256275.2785,22304.602,59898.46774,1,,,,,0,0,6,2,1000,987.7,108.53,,1,-1,,,,,,,,,,,,,
925,L2126-L2125,251268.956,18913.966,56679.63223,1,,,,,0,0,6,2,1000,987.7,759.68,,1,-1,,,,,,,,,,,,,
926,L2127-L2126,247018.9028,15361.59173,53730.48884,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
927,L2128-L2127,243714.8206,11323.69929,52079.96224,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
928,L2129-L2128,238730.9311,8045.679814,50248.49783,0.814814815,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
929,L212-L211,258156.2309,7564.825982,119709.9688,0,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
930,L2130-L2131,230642.673,1931.281419,43467.88965,0.148148148,,,,,0,0,6,2,704,987.7,0,,0,-1,,,,,,,,,,,,,
931,L2131-L2132,236330.0353,7087.677391,47975.22135,0.518518519,,,,,0,0,6,2,1029,987.7,0,,0,-1,,,,,,,,,,,,,
932,L2132-L2133,239612.0411,9093.558485,49578.1781,1,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
933,L2133-L2134,244872.6256,12249.95305,52734.57234,1,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
934,L2134-L2135,248710.2211,15429.40741,55791.45457,1,,,,,0,0,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
935,L2135-L2136,247660.2211,15534.75326,55792.59476,0.62962963,,,,,0,0,6,2,1018,987.7,0,,0,-1,,,,,,,,,,,,,
936,L2136-L2137,245645.6047,13574.60956,54044.64974,1,,,,,0,0,6,2,1013,987.7,0,,0,-1,,,,,,,,,,,,,
937,L2137-L2138,244701.0205,11572.25564,53872.02185,1,,,,,0,0,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
938,L2138-L2139,244761.2031,10738.50007,54471.60575,0.6,,,,,0,0,6,2,472,987.7,0,,0,-1,,,,,,,,,,,,,
939,L213-L212,268022.3021,13863.42394,126454.0686,0,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
940,L214-L213,275291.1354,19716.98495,129886.0732,0,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
941,L215-L214,279827.0359,23868.10062,132711.02,0,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
942,L216-L215,286764.512,29472.91558,134564.7216,0.296296296,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
943,L217-L216,291907.3125,34136.51461,129993.6325,0.444444444,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
944,L218-L217,298888.338,38629.5447,124516.11,0.653846154,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
945,L219-L218,303825.6782,41999.49264,120596.4369,0.653846154,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
946,L2210-L2211,314980.0405,57977.36372,107438.4942,1,,,,,0,0,6,2,1000,987.7,144.7,,1,-1,,,,,,,,,,,,,
947,L2211-L2212,309822.1618,56546.9987,103747.4259,1,,,,,0,0,6,2,1000,987.7,36.175,,1,-1,,,,,,,,,,,,,
948,L2212-L2213,304775.0848,53181.79905,100489.6858,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
949,L2213-L2214,299617.2002,48943.64091,96707.9158,1,,,,,0,0,6,2,1000,987.7,434.1,,1,-1,,,,,,,,,,,,,
950,L2214-L2215,294504.3887,44767.19633,93435.94213,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
951,L2215-L2216,289291.6019,40536.27054,89917.9838,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
952,L2216-L2217,284244.3125,36905.51244,86584.72512,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
953,L2217-L2218,278983.1447,33091.17448,82856.48987,1,,,,,0,0,6,2,1000,987.7,397.93,,1,-1,,,,,,,,,,,,,
954,L2218-L2219,273935.8611,29803.44566,79252.649,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
955,L2219-L2220,268660.5012,26661.27626,75525.61343,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
956,L221-L222,280356.9676,19749.18544,135244.9259,0,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
957,L2220-L2221,263377.7332,22983.20472,71835.08189,0.777777778,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
958,L2221-L2222,258448.4421,19234.95262,68086.83044,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
959,L2222-L2223,254357.9086,16089.99891,64668.84675,0.555555556,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
960,L2223-L2224,248316.9213,11711.49128,60076.52604,0.444444444,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
961,L2224-L2225,244632.9884,9412.117712,57100.76157,0.037037037,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
962,L2225-L2226,238166.6453,4377.344018,51777.64383,0.214285714,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
963,L2227-L2226,233834.8924,1306.447908,48309.92839,0.444444444,,,,,0,0,6,2,700,987.7,0,,0,-1,,,,,,,,,,,,,
964,L2228-L2227,238641.3582,5450.671658,51901.02677,0.333333333,,,,,0,0,6,2,1013,987.7,0,,0,-1,,,,,,,,,,,,,
965,L2229-L2228,242779.0313,9505.227033,54923.38194,0.555555556,,,,,0,0,6,2,1020,987.7,0,,0,-1,,,,,,,,,,,,,
966,L222-L223,288210.7103,25256.17766,140275.5402,0.714285714,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
967,L2230-L2229,247331.8333,12102.08279,57184.59983,1,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
968,L2231-L2230,252125.2882,15689.0587,59996.80556,1,,,,,0,0,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
969,L2232-L2231,257489.82,19399.42426,63662.82798,0.777777778,,,,,0,0,6,2,1026,987.7,0,,0,-1,,,,,,,,,,,,,
970,L2233-L2232,262803.9742,22903.92605,67327.11032,0.724137931,,,,,0,0,6,2,1005,987.7,0,,0,-1,,,,,,,,,,,,,
971,L2234-L2233,265372.0336,21106.0604,70823.30064,0.296296296,,,,,0,0,6,2,1011,987.7,0,,0,-1,,,,,,,,,,,,,
972,L2235-L2234,260072.9676,16964.0415,67686.69171,1,,,,,0,0,6,2,1005,987.7,0,,0,-1,,,,,,,,,,,,,
973,L2236-L2235,255093.0173,13602.91124,64354.41175,1,,,,,0,0,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
974,L2237-2236,251360.4286,11025.97025,61999.90182,0.6,,,,,0,0,6,2,478,987.7,0,,0,-1,,,,,,,,,,,,,
975,L223-L224,293997.0033,29581.29422,140307.6166,0.357142857,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
976,L224-L225,300792.8495,34989.66254,134987.7483,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
977,L225-L226,305070.4954,38214.68128,129310.2775,0.37037037,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
978,L226-L227,308436.3032,42350.92355,124485.8597,0.642857143,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
979,L227-L228,312189.7284,45936.80934,120071.3224,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
980,L228-L229,315752.3565,50096.69994,115779.6201,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
981,L229-L2210,318393.7079,54323.61047,111386.0081,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
982,L22-L21,167624.5156,13587.83738,34659.5251,0,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
983,L2310-L2311,315934.816,53055.97656,115427.0396,0.814814815,,,,,0,0,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
984,L2311-L2312,310990.8642,55456.72873,111153.7677,0.37037037,,,,,0,0,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
985,L2312-L2313,303341.8356,51680.3252,105549.5951,0.518518519,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
986,L2313-L2314,297773.4236,47264.46108,101142.5524,1,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
987,L2314-L2315,292501.0023,43047.58131,96934.42853,1,,,,,0,0,6,2,1011,987.7,0,,0,-1,,,,,,,,,,,,,
988,L2315-L2316,287456.6574,38753.07885,92684.66059,1,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
989,L2316-L2317,282301.2103,34688.07444,88589.69618,1,,,,,0,0,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
990,L2317-L2318,277045.0547,30886.02828,84818.87037,1,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
991,L2318-L2319,271856.5637,26990.75,80966.95493,1,,,,,0,0,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
992,L2319-L2320,266666.4954,23237.41324,77225.2485,1,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
993,L231-L232,275747.9039,12991.0867,135441.816,0.185185185,,,,,0,1,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
994,L2320-L2321,261752.6047,19440.27163,73440.47367,1,,,,,0,0,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
995,L2321-L2322,256741.0909,15764.53046,69940.74549,1,,,,,0,0,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
996,L2322-L2323,251997.7946,11933.28758,66345.68084,1,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
997,L2323-L2324,247254.5012,8138.321199,62764.07321,1,,,,,0,0,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
998,L2324-L2325,242455.1586,4487.276806,58778.18099,0.481481481,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
999,L2325-L2326,238592.4167,1445.188044,55238.59361,0.407407407,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
1000,L2326-L2327,243127.3206,5464.42834,57818.63686,0.518518519,,,,,0,0,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
1001,L2327-L2328,247033.2946,9448.165527,60211.73549,0.785714286,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
1002,L2328-L2329,250586.9398,11781.47371,62369.0327,1,,,,,0,0,6,2,1009,987.7,35.853,,1,-1,,,,,,,,,,,,,
1003,L2329-L2330,255517.7448,15533.33366,65539.4252,0.592592593,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1004,L232-L233,281924.1586,18303.35665,139579.8064,0,,,,,0,1,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
1005,L2330-L2331,259991.0666,18893.44003,67655.98177,0.777777778,,,,,0,0,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
1006,L2331-L2332,263407.456,22378.07697,70324.67998,0.703703704,,,,,0,0,6,2,1007,987.7,71.848,,1,-1,,,,,,,,,,,,,
1007,L2332-L2333,268121.3449,25910.87124,73533.46701,1,,,,,0,0,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
1008,L2333-L2334,270460.6343,24631.79268,76954.84751,0.296296296,,,,,0,0,6,2,1013,987.7,0,,0,-1,,,,,,,,,,,,,
1009,L2334-L2335,265953.485,20653.45356,75429.2011,0,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1010,L2335-L2336,262186.3426,16642.31004,71544.73987,0,,,,,0,0,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1011,L2336-L2337,255001.4633,10224.96032,65141.95877,0,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
1012,L2337-L2338,249586.6719,6725.300977,61737.79844,0,,,,,0,0,6,2,288,987.7,0,,0,-1,,,,,,,,,,,,,
1013,L233-L234,289108.8426,23665.26842,144804.2093,0.321428571,,,,,0,1,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
1014,L234-L235,292290.5565,27773.93157,144072.6927,0.851851852,,,,,0,1,6,2,1005,987.7,0,,0,-1,,,,,,,,,,,,,
1015,L235-L236,297527.2902,31670.88115,140143.2014,0.538461538,,,,,0,0,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
1016,L236-L237,303770.0856,36841.0042,135287.5179,0.481481481,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1017,L237-L238,309976.2072,41803.41479,129860.4977,0.428571429,,,,,0,0,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1018,L238-L239,316197.7859,45614.15918,124621.519,0.464285714,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
1019,L239-L2310,319878.6632,48953.34766,120161.4039,0.703703704,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
